NoAffS,VL,VC,Time,Result,AFC,SFC,NoR,NoIter,NoStop,AvgLenTP,DNonTItp,NoAbs,NoCSucc,AvgLenTPblk,DNonTItpblk,ENonTItp,ENonTItpblk,FCov,LCov,CCov,SizRS,TPredAbs,NoPredBAbs,TimPrec,NoBDDN,SizBDDQ,SizBDDQAvg,MaxWait,AvgWait,NoRL
,1000,200,0.75,0,,,0,604,75,,,150,709,,,,,0.202,0.277,0.194,635,,,0.021,202,0,0.0,32,24,460
,1178,220,0.82,0,,,0,712,84,,,163,826,,,,,0.208,0.326,0.214,743,,,0.025,202,0,0.0,32,25,513
6329,1237,266,26.25,0,,,102,252620,31631,7600.0,0,62434,294216,74.51,0.0,6227,61.05,0.275,0.342,0.258,2361,170430,6165,10.803,322,6208,0.14,190,71,700
6771,1018,216,26.26,0,,,105,263395,32839,8051.0,0,65361,306524,76.68,0.0,6666,63.49,0.213,0.282,0.21,833,180200,6260,10.613,322,6328,0.14,190,71,472
,1379,280,1.22,0,,,0,1971,133,,,648,2180,,,,,0.292,0.381,0.272,2048,,,0.049,202,0,0.0,78,50,702
7705,1208,262,26.37,0,,,111,287112,35548,9003.0,0,71748,333679,81.11,0.0,7594,68.41,0.27,0.334,0.254,2055,203009,6319,11.026,322,6382,0.14,190,71,674
,1379,280,1.19,0,,,0,1971,133,,,648,2180,,,,,0.292,0.381,0.272,2048,,,0.032,202,0,0.0,78,50,702
,1379,280,1.2,0,,,0,1971,133,,,648,2180,,,,,0.292,0.381,0.272,2048,,,0.067,202,0,0.0,78,50,702
42,1351,300,2.51,0,,,6,10760,1457,60.0,0,2306,12734,10.0,0.0,36,6.0,0.253,0.374,0.291,1770,384,78,0.407,205,94,0.04,80,48,699
,1379,280,1.23,0,,,0,1971,133,,,648,2180,,,,,0.292,0.381,0.272,2048,,,0.035,202,0,0.0,78,50,702
42,1351,300,2.46,0,,,6,10760,1457,60.0,0,2306,12734,10.0,0.0,36,6.0,0.253,0.374,0.291,1770,384,78,0.36,205,94,0.04,80,48,699
7552,1208,262,26.88,0,,,110,284269,35196,8847.0,0,71016,330363,80.43,0.0,7442,67.65,0.27,0.334,0.254,2111,199971,6355,11.085,322,6458,0.14,190,71,674
,1379,280,1.18,0,,,0,1971,133,,,648,2180,,,,,0.292,0.381,0.272,2048,,,0.064,202,0,0.0,78,50,702
6771,1208,262,26.79,0,,,105,264165,32941,8051.0,0,65544,307419,76.68,0.0,6666,63.49,0.27,0.334,0.254,1626,180854,6260,11.241,322,6328,0.14,190,71,674
,1730,486,2.14,0,,,0,5267,403,,,1822,5738,,,,,0.421,0.478,0.472,5336,,,0.052,202,0,0.0,77,59,1222
,1178,220,0.84,0,,,0,712,84,,,163,826,,,,,0.208,0.326,0.214,743,,,0.035,202,0,0.0,32,25,513
7536,1556,368,26.43,0,,,111,285139,35286,9003.0,0,71285,331358,81.11,0.0,7426,67.51,0.449,0.43,0.357,4049,201407,6319,10.787,322,6344,0.14,190,71,1045
,1000,200,0.8,0,,,0,604,75,,,150,709,,,,,0.202,0.277,0.194,635,,,0.012,202,0,0.0,32,24,460
,1181,246,1.11,0,,,0,1915,141,,,638,2085,,,,,0.247,0.327,0.239,1945,,,0.041,202,0,0.0,32,27,652
42,1351,300,2.43,0,,,6,10760,1457,60.0,0,2306,12734,10.0,0.0,36,6.0,0.253,0.374,0.291,1770,384,78,0.385,205,94,0.04,80,48,699
,1181,246,1.22,0,,,0,1915,141,,,638,2085,,,,,0.247,0.327,0.239,1945,,,0.062,202,0,0.0,32,27,652
,1761,434,4.93,0,,,0,24907,1877,,,8440,27412,,,,,0.444,0.487,0.421,25536,,,0.376,202,0,0.0,630,334,1106
42,1351,300,2.48,0,,,6,10760,1457,60.0,0,2306,12734,10.0,0.0,36,6.0,0.253,0.374,0.291,1770,384,78,0.379,205,94,0.04,80,48,699
,1000,200,0.78,0,,,0,604,75,,,150,709,,,,,0.202,0.277,0.194,635,,,0.034,202,0,0.0,32,24,460
1195,1579,360,19.78,0,,,74,304552,42963,1678.0,0,64747,361450,22.68,0.0,1121,15.15,0.343,0.437,0.35,1704,90494,2648,6.488,642,2992,0.05,258,108,895
,1163,220,0.91,0,,,0,987,92,,,294,1109,,,,,0.219,0.322,0.214,1018,,,0.035,202,0,0.0,32,27,526
,1000,200,0.77,0,,,0,604,75,,,150,709,,,,,0.202,0.277,0.194,635,,,0.016,202,0,0.0,32,24,460
,1000,200,0.75,0,,,0,604,75,,,150,709,,,,,0.202,0.277,0.194,635,,,0.034,202,0,0.0,32,24,460
,1000,200,0.77,0,,,0,604,75,,,150,709,,,,,0.202,0.277,0.194,635,,,0.01,202,0,0.0,32,24,460
,1761,434,4.55,0,,,0,24907,1877,,,8440,27412,,,,,0.444,0.487,0.421,25536,,,0.247,202,0,0.0,630,334,1106
