NoAffS,VL,VC,Time,Result,AFC,SFC,NoR,NoIter,NoStop,AvgLenTP,DNonTItp,NoAbs,NoCSucc,AvgLenTPblk,DNonTItpblk,ENonTItp,ENonTItpblk,FCov,LCov,CCov,SizRS,TPredAbs,NoPredBAbs,TimPrec,NoBDDN,SizBDDQ,SizBDDQAvg,MaxWait,AvgWait,NoRL
38545,2251,792,892.52,0,,,630,8647293,2233151,46025.0,0,1537202,10919512,73.06,0.0,37915,60.18,0.077,0.136,0.061,4364,5048367,11685,518.16,249,10186,0.02,112,53,1229
15041,4938,3200,892.36,0,,,1029,17051288,4583183,39325.0,0,2168933,21859718,38.22,0.0,14013,13.63,0.194,0.299,0.246,61495,4524292,14492,301.802,223,16131,0.01,3065,511,4776
26264,5683,3392,891.89,0,,,947,8690030,1954389,31369.0,0,1594377,10949285,33.12,0.0,25318,26.76,0.228,0.344,0.261,26245,4167465,20068,504.73,232,23433,0.04,1273,211,5334
16021,5269,3344,892.69,0,,,752,12746046,3241275,18325.0,0,2074554,16201851,24.37,0.0,15269,20.3,0.217,0.319,0.257,32128,5076806,13067,467.712,221,14460,0.02,937,189,5105
16061,5228,3310,892.83,0,,,753,12804212,3256104,18368.0,0,2083982,16275712,24.39,0.0,15308,20.33,0.207,0.316,0.254,27573,5102895,13120,472.229,221,14532,0.02,937,190,5032
26647,5681,3392,891.98,0,,,951,8792944,1973627,31723.0,0,1616014,11075931,33.36,0.0,25696,27.02,0.226,0.344,0.261,25873,4229631,21044,508.112,269,24196,0.04,1273,212,5331
16061,5174,3276,892.23,0,,,753,12801868,3255534,18368.0,0,2083621,16272756,24.39,0.0,15308,20.33,0.207,0.313,0.252,25197,5101898,13118,457.505,221,14522,0.02,937,190,4962
16327,4811,3034,892.54,0,,,595,8676986,2248809,18319.0,0,1484281,11046782,30.79,0.0,15732,26.44,0.187,0.291,0.233,38058,3600257,22376,482.494,221,27208,0.04,261,105,4533
16461,5630,3524,892.77,0,,,763,13494996,3432272,18798.0,0,2194335,17153315,24.64,0.0,15698,20.57,0.232,0.34,0.271,54892,5407661,13658,468.613,221,15110,0.02,937,200,5470
38895,3921,1790,892.66,0,,,633,8880204,2295094,46384.0,0,1578247,11214692,73.28,0.0,38262,60.45,0.178,0.237,0.138,42874,5188124,11742,519.219,249,10240,0.02,112,53,3115
13291,5325,3294,892.85,0,,,379,4722802,1207150,16271.0,0,853153,5947967,42.93,0.0,12912,34.07,0.232,0.322,0.253,600936,2551056,12043,511.527,255,12332,0.04,112,45,5206
38781,4032,1964,892.13,0,,,632,8836473,2283609,46267.0,0,1570510,11159373,73.21,0.0,38149,60.36,0.178,0.244,0.151,64056,5162036,11732,516.307,249,10220,0.02,112,53,3320
28959,5491,3282,892.12,0,,,939,9014357,2011667,33462.0,0,1668336,11321279,35.64,0.0,28020,29.84,0.213,0.332,0.252,23505,4412055,15949,522.119,243,17612,0.03,987,230,5095
26264,3003,1712,892.45,0,,,946,8668705,1950671,31292.0,0,1589748,10923262,33.08,0.0,25318,26.76,0.095,0.182,0.132,4067,4155286,19994,508.609,232,23381,0.04,1273,210,2342
6,4493,2368,892.55,0,,,2,5377598,1462256,12.0,0,926955,6839912,6.0,0.0,4,2.0,0.161,0.272,0.182,511343,15,12,11.393,203,27,0.0,70,43,3906
29207,5742,3458,892.71,0,,,941,8349799,1891753,34189.0,0,1538751,10501177,36.33,0.0,28266,30.04,0.23,0.347,0.266,30454,4119963,20656,518.708,270,23515,0.04,1101,182,5423
39125,3910,1788,892.83,0,,,635,9004469,2328166,46620.0,0,1600132,11372204,73.42,0.0,38490,60.61,0.178,0.236,0.137,37271,5262612,11783,518.254,249,10274,0.02,112,53,3105
10921,4716,2676,892.47,0,,,382,7021764,1862049,12641.0,0,1209626,8917592,33.09,0.0,10539,27.59,0.206,0.285,0.206,437647,3775596,13487,478.225,280,12109,0.03,133,47,4349
19,8546,5620,892.33,0,,,5,7172406,1948643,34.0,0,1239367,9121134,6.8,0.0,14,2.8,0.316,0.517,0.432,2305500,111,32,15.582,206,60,0.0,88,40,
25897,5685,3392,891.63,0,,,942,8563611,1930418,30986.0,0,1568137,10793526,32.89,0.0,24956,26.52,0.228,0.344,0.261,26169,4097542,19881,510.322,232,23232,0.04,1273,209,5334
16271,3333,2116,892.46,0,,,593,8553527,2215183,18257.0,0,1464236,10888611,30.79,0.0,15678,26.44,0.123,0.202,0.163,5627,3540791,22312,479.82,221,27100,0.04,261,104,2899
10893,5166,3192,892.15,0,,,382,7128392,1893035,12613.0,0,1226334,9056078,33.02,0.0,10511,27.52,0.226,0.312,0.245,583842,3840669,13465,481.538,280,12080,0.03,133,47,5023
16341,5472,3434,892.58,0,,,760,13274662,3376012,18669.0,0,2159066,16873337,24.56,0.0,15581,20.5,0.222,0.331,0.264,38941,5310372,13577,464.909,221,15026,0.02,937,197,5284
24,1105,0,893.42,0,,,6,7300115,1983631,42.0,0,1261186,9283811,7.0,0.0,18,3.0,0.004,0.067,0.0,6,126,36,14.744,208,60,0.0,88,40,6
43360,4032,1964,892.58,0,,,630,8926731,2304325,51664.0,0,1588715,11270268,82.01,0.0,42730,67.83,0.178,0.244,0.151,64152,5226451,12743,514.79,249,11517,0.03,120,55,3320
16141,2898,1586,892.54,0,,,755,12908839,3282714,18454.0,0,2100855,16408617,24.44,0.0,15386,20.38,0.107,0.175,0.122,4523,5149187,13274,457.759,221,14722,0.02,937,192,2221
16261,5239,3322,892.61,0,,,758,13128806,3338945,18583.0,0,2135678,16688108,24.52,0.0,15503,20.45,0.207,0.317,0.255,28005,5245915,13505,459.678,221,14924,0.02,937,195,5050
10402,5525,3426,892.63,0,,,375,4930993,1265704,12237.0,0,885663,6215081,32.63,0.0,10027,26.74,0.234,0.334,0.263,713735,2622343,11030,507.561,233,11217,0.03,133,43,5427
21461,4381,2736,892.74,0,,,611,19205467,5142565,23788.0,0,2409831,24566685,38.93,0.0,20851,34.18,0.179,0.265,0.21,45980,5013250,21211,328.242,258,23409,0.02,3481,408,4146
39241,3921,1790,892.87,0,,,636,9088853,2350737,46739.0,0,1614984,11479237,73.49,0.0,38605,60.7,0.178,0.237,0.138,56700,5313457,11787,514.874,249,10282,0.02,112,53,3115
