NoAffS,VL,VC,Time,Result,AFC,SFC,NoR,NoIter,NoStop,AvgLenTP,DNonTItp,NoAbs,NoCSucc,AvgLenTPblk,DNonTItpblk,ENonTItp,ENonTItpblk,FCov,LCov,CCov,SizRS,TPredAbs,NoPredBAbs,TimPrec,NoBDDN,SizBDDQ,SizBDDQAvg,MaxWait,AvgWait,NoRL
4413,1059,170,27.44,0,,,391,372940,36590,12663.0,293,98672,424205,32.39,0.75,3729,9.54,0.422,0.609,0.407,1007,139597,2244,9.296,312,3076,0.06,150,81,471
4124,998,176,27.46,0,,,255,126459,13559,13210.0,126,31280,148943,51.8,0.49,3743,14.68,0.349,0.574,0.421,1655,155455,30933,16.389,12025,25568,0.44,95,26,449
6663,1008,174,27.02,0,,,657,466539,39160,16758.0,976,119499,528659,25.51,1.49,5031,7.67,0.349,0.58,0.416,901,177870,953,8.848,242,1293,0.03,49,29,463
3151,1106,190,26.88,0,,,314,375518,33354,7572.0,390,98591,427428,24.11,1.24,2447,7.79,0.431,0.636,0.455,2642,161629,4883,10.145,825,5311,0.09,244,89,547
3877,1017,182,26.97,0,,,249,117850,12574,12691.0,118,29326,138715,50.97,0.47,3510,14.1,0.376,0.585,0.435,1233,143098,27999,15.741,8941,22105,0.41,95,25,475
3151,1092,186,26.91,0,,,314,375029,33288,7572.0,390,98478,426850,24.11,1.24,2447,7.79,0.431,0.628,0.445,2133,161304,4883,10.301,825,5311,0.09,244,89,536
5173,1104,216,27.37,0,,,587,673365,70299,14289.0,870,176058,755246,24.34,1.48,3717,6.34,0.394,0.635,0.517,4327,115734,246,7.77,221,479,0.0,44,28,578
3246,1347,304,26.92,0,,,227,454128,50413,6489.0,274,117183,514267,28.59,1.21,2745,12.09,0.569,0.775,0.727,6725,154509,1372,9.948,368,2089,0.04,56,32,843
4907,1084,184,26.92,0,,,293,268598,25027,13292.0,222,68720,308781,45.37,0.76,4392,14.99,0.431,0.624,0.44,3043,199998,9531,12.071,2419,8274,0.14,172,80,502
3107,1096,188,27.51,0,,,312,366662,32535,7522.0,390,96297,417353,24.11,1.25,2405,7.71,0.431,0.631,0.45,2354,155364,4877,10.514,825,5305,0.09,244,89,541
7093,1094,216,27.42,0,,,667,499817,42241,17084.0,1036,128177,565941,25.61,1.55,5390,8.08,0.367,0.629,0.517,3315,191907,951,9.229,242,1275,0.03,44,29,566
3295,1347,304,26.92,0,,,235,484143,53698,6664.0,284,124998,548171,28.36,1.21,2776,11.81,0.569,0.775,0.727,6568,166888,1748,9.949,596,2562,0.04,52,31,843
6046,1143,216,26.95,0,,,213,219065,22532,8974.0,233,58824,249979,42.13,1.09,5600,26.29,0.44,0.658,0.517,1808,258088,11201,15.486,4063,11065,0.23,32,15,616
3750,1186,236,27.5,0,,,387,286357,26338,10449.0,520,75453,325940,27.0,1.34,2843,7.35,0.44,0.682,0.565,7188,172332,9644,11.894,2431,9465,0.18,73,32,648
6145,1056,160,27.36,0,,,264,207787,22923,11658.0,391,56539,238297,44.16,1.49,5491,20.88,0.505,0.608,0.383,2021,233448,7599,14.795,1979,6664,0.16,30,12,528
3311,1351,304,26.88,0,,,229,464003,51465,6640.0,276,119920,525390,29.0,1.21,2806,12.25,0.569,0.777,0.727,9240,163249,1636,10.183,389,2540,0.05,49,27,847
3759,941,110,26.93,0,,,276,163913,14630,10745.0,362,43709,187541,38.93,1.31,3121,11.31,0.376,0.541,0.263,835,164529,16745,14.42,7386,15325,0.31,49,22,360
5193,596,0,26.91,0,,,190,303895,30516,6867.0,56,80978,343675,36.14,0.29,4947,26.04,0.009,0.343,0.0,3,233265,6711,11.926,367,5400,0.14,39,20,3
6752,1043,186,26.85,0,,,667,469943,39417,17096.0,982,120370,532517,25.63,1.47,5104,7.66,0.367,0.6,0.445,1089,179282,953,8.664,242,1293,0.03,49,29,497
3373,1235,260,27.01,0,,,353,244454,22001,9227.0,490,63937,278657,26.14,1.39,2530,7.17,0.486,0.711,0.622,6678,140734,8515,11.809,2007,8427,0.19,73,31,712
5895,1153,216,27.41,0,,,206,203426,21002,8692.0,225,54560,232429,42.19,1.09,5464,26.52,0.45,0.663,0.517,1771,236807,11141,15.67,4060,10974,0.24,32,14,619
3915,1046,190,27.39,0,,,250,120145,12849,12791.0,122,29830,141441,51.16,0.49,3543,14.17,0.385,0.602,0.455,2313,146175,29296,16.227,11054,23576,0.42,95,26,501
3239,1118,200,26.9,0,,,318,393227,34943,7672.0,390,103208,447517,24.13,1.23,2531,7.96,0.45,0.643,0.478,3045,174253,4896,10.51,825,5323,0.09,244,88,569
3063,1017,164,26.9,0,,,310,357151,31656,7472.0,390,93796,406552,24.1,1.26,2363,7.62,0.367,0.585,0.392,1369,148605,4871,10.232,825,5299,0.09,244,90,457
7865,1167,232,26.93,0,,,577,468700,42237,15918.0,974,117793,532662,27.59,1.69,6314,10.94,0.431,0.671,0.555,7406,181898,1009,8.685,235,1356,0.03,41,28,630
5215,1102,216,26.99,0,,,590,675637,70542,14384.0,874,176664,757804,24.38,1.48,3751,6.36,0.385,0.634,0.517,2587,116301,246,7.502,221,479,0.0,44,28,574
3486,838,126,26.98,0,,,363,252358,22896,9590.0,496,66195,287597,26.42,1.37,2627,7.24,0.211,0.482,0.301,320,147401,8980,11.509,2137,8869,0.19,73,31,279
6145,974,130,26.98,0,,,263,207140,22847,11594.0,391,56362,237565,44.08,1.49,5491,20.88,0.44,0.56,0.311,1368,232752,7599,14.599,1979,6664,0.16,30,12,435
2997,1118,200,26.91,0,,,307,345995,30646,7397.0,390,90866,393920,24.09,1.27,2300,7.49,0.45,0.643,0.478,2893,140718,4863,10.373,825,5293,0.09,244,90,569
3349,1172,220,27.46,0,,,324,416651,37004,7822.0,390,109371,474000,24.14,1.21,2636,8.16,0.477,0.674,0.526,4440,191279,4916,11.032,825,5349,0.09,244,88,635
