NoAffS,VL,VC,Time,Result,AFC,SFC,NoR,NoIter,NoStop,AvgLenTP,DNonTItp,NoAbs,NoCSucc,AvgLenTPblk,DNonTItpblk,ENonTItp,ENonTItpblk,FCov,LCov,CCov,SizRS,TPredAbs,NoPredBAbs,TimPrec,NoBDDN,SizBDDQ,SizBDDQAvg,MaxWait,AvgWait,NoRL
258,1071,96,1.83,0,,,15,3387,283,303.0,0,964,3884,20.2,0.0,243,16.2,0.329,0.621,0.235,382,1392,186,0.56,208,198,0.15,15,8,276
267,1100,126,3.13,0,,,24,7251,965,339.0,0,1570,8599,14.13,0.0,243,10.13,0.274,0.638,0.309,390,2406,354,1.078,209,180,0.08,23,11,318
456,1248,160,4.74,0,,,36,23101,2728,564.0,0,5508,26920,15.67,0.0,420,11.67,0.479,0.723,0.392,813,7389,474,1.403,208,548,0.09,38,18,461
393,1457,280,5.99,0,,,33,31924,4269,492.0,0,6714,37276,14.91,0.0,360,10.91,0.548,0.845,0.686,1726,7782,519,1.883,208,564,0.07,50,21,725
1622,1434,288,13.15,0,,,77,61817,10251,2507.0,9,11475,74466,32.56,0.12,1536,19.95,0.534,0.831,0.706,1960,24488,1710,5.734,247,1849,0.15,49,18,711
15,1100,98,0.89,0,,,3,651,59,24.0,0,180,766,8.0,0.0,12,4.0,0.288,0.638,0.24,339,45,36,0.119,205,0,0.0,17,11,257
267,1100,126,3.0,0,,,24,7251,965,339.0,0,1570,8599,14.13,0.0,243,10.13,0.274,0.638,0.309,390,2406,354,1.018,209,180,0.08,23,11,318
468,1216,152,6.68,0,,,36,32159,4315,576.0,0,6712,37489,16.0,0.0,432,12.0,0.397,0.705,0.373,634,8315,777,2.292,209,794,0.1,44,22,416
15,1090,124,0.83,0,,,3,435,45,24.0,0,105,510,8.0,0.0,12,4.0,0.274,0.632,0.304,355,45,33,0.107,205,0,0.0,18,9,314
267,1100,126,2.98,0,,,24,7251,965,339.0,0,1570,8599,14.13,0.0,243,10.13,0.274,0.638,0.309,390,2406,354,0.976,209,178,0.08,23,11,318
393,1457,280,6.09,0,,,33,31924,4269,492.0,0,6714,37276,14.91,0.0,360,10.91,0.548,0.845,0.686,1726,7782,519,2.085,208,562,0.07,50,21,725
393,1457,280,6.24,0,,,33,31924,4269,492.0,0,6714,37276,14.91,0.0,360,10.91,0.548,0.845,0.686,1726,7782,519,1.912,208,558,0.07,50,21,725
399,1216,152,5.93,0,,,33,25156,3309,498.0,0,5606,29209,15.09,0.0,366,11.09,0.397,0.705,0.373,548,5979,702,2.063,208,792,0.11,32,18,415
393,1457,280,6.02,0,,,33,31924,4269,492.0,0,6714,37276,14.91,0.0,360,10.91,0.548,0.845,0.686,1726,7782,519,1.804,208,566,0.07,50,21,725
456,1248,160,4.86,0,,,36,23101,2728,564.0,0,5508,26920,15.67,0.0,420,11.67,0.479,0.723,0.392,813,7389,474,1.594,208,550,0.09,38,18,461
15,1068,76,0.77,0,,,3,357,21,24.0,0,109,409,8.0,0.0,12,4.0,0.329,0.619,0.186,278,45,36,0.112,205,0,0.0,18,9,235
393,1457,280,5.99,0,,,33,31924,4269,492.0,0,6714,37276,14.91,0.0,360,10.91,0.548,0.845,0.686,1726,7782,519,1.963,208,566,0.07,50,21,725
15,1171,126,1.0,0,,,3,803,78,24.0,0,219,934,8.0,0.0,12,4.0,0.356,0.679,0.309,488,45,33,0.105,205,0,0.0,16,10,348
15,1223,154,0.99,0,,,3,858,88,24.0,0,225,1001,8.0,0.0,12,4.0,0.425,0.709,0.377,545,45,33,0.13,205,0,0.0,16,10,421
1038,1424,282,11.03,0,,,62,62531,9357,1388.0,0,12040,73864,22.39,0.0,981,15.82,0.534,0.826,0.691,1788,21774,1326,4.462,208,1568,0.11,52,21,695
456,1248,160,4.99,0,,,36,23101,2728,564.0,0,5508,26920,15.67,0.0,420,11.67,0.479,0.723,0.392,813,7389,474,1.692,208,548,0.09,38,18,461
15,997,64,0.72,0,,,3,301,17,24.0,0,93,346,8.0,0.0,12,4.0,0.315,0.578,0.157,219,45,33,0.112,205,0,0.0,15,7,205
15,1069,76,0.82,0,,,3,360,21,24.0,0,110,412,8.0,0.0,12,4.0,0.329,0.62,0.186,281,45,36,0.119,205,0,0.0,18,9,238
267,1100,126,3.11,0,,,24,7251,965,339.0,0,1570,8599,14.13,0.0,243,10.13,0.274,0.638,0.309,390,2406,354,1.078,209,180,0.08,23,11,318
1038,1424,282,10.58,0,,,62,62531,9357,1388.0,0,12040,73864,22.39,0.0,981,15.82,0.534,0.826,0.691,1788,21774,1326,4.183,208,1568,0.11,52,21,695
258,1071,96,1.85,0,,,15,3666,337,303.0,0,1000,4208,20.2,0.0,243,16.2,0.329,0.621,0.235,382,1440,186,0.554,208,198,0.14,15,9,276
393,1457,280,6.17,0,,,33,31924,4269,492.0,0,6714,37276,14.91,0.0,360,10.91,0.548,0.845,0.686,1726,7782,519,1.867,208,562,0.07,50,21,725
15,1090,124,0.84,0,,,3,435,45,24.0,0,105,510,8.0,0.0,12,4.0,0.274,0.632,0.304,355,45,33,0.099,205,0,0.0,18,9,314
15,1090,124,0.86,0,,,3,435,45,24.0,0,105,510,8.0,0.0,12,4.0,0.274,0.632,0.304,355,45,33,0.123,205,0,0.0,18,9,314
267,1100,126,2.99,0,,,24,7251,965,339.0,0,1570,8599,14.13,0.0,243,10.13,0.274,0.638,0.309,390,2406,354,1.054,209,180,0.08,23,11,318
