NoAffS,VL,VC,Time,Result,AFC,SFC,NoR,NoIter,NoStop,AvgLenTP,DNonTItp,NoAbs,NoCSucc,AvgLenTPblk,DNonTItpblk,ENonTItp,ENonTItpblk,FCov,LCov,CCov,SizRS,TPredAbs,NoPredBAbs,TimPrec,NoBDDN,SizBDDQ,SizBDDQAvg,MaxWait,AvgWait,NoRL
167600,2918,440,895.38,0,,,7184,3343002,262051,686544.0,0,1055470,3664234,95.57,0.0,160417,22.33,0.332,0.326,0.257,6915,3635568,19122,199.385,281,15880,0.05,131,49,1764
22632,3489,518,896.45,0,,,864,2142576,218291,267004.0,0,618377,2366199,309.03,0.0,21769,25.22,0.305,0.389,0.302,81839,866605,4207,155.016,221,7309,0.05,170,111,1770
144166,3045,492,894.95,0,,,4407,6593767,596972,287166.0,0,1972721,7271710,65.16,0.0,139759,31.71,0.338,0.34,0.287,12673,7088925,44093,431.741,293,34813,0.05,299,74,1887
34203,5071,604,898.55,0,,,1609,1081795,97205,229792.0,0,337329,1189122,142.82,0.0,32595,20.27,0.374,0.566,0.352,43949,438416,4376,186.837,210,6940,0.06,174,56,2178
79666,3131,500,895.18,0,,,984,9606470,1020831,100440.0,0,2738166,10632120,102.07,0.0,78682,79.96,0.317,0.349,0.292,42529,2397416,2983,485.939,213,5866,0.01,44,21,1856
129475,2575,354,895.14,0,,,9427,1607075,99247,834322.0,0,533044,1749957,88.5,0.0,120049,12.74,0.309,0.287,0.207,3390,1345393,5980,65.648,256,5356,0.03,66,35,1448
177424,3465,602,895.0,0,,,6377,6208082,526322,454420.0,0,1872116,6829656,71.26,0.0,171049,26.82,0.457,0.387,0.351,41175,6210996,43977,406.585,364,30358,0.05,575,105,2388
22755,1869,246,895.16,0,,,866,2142830,218295,267538.0,0,618483,2366482,308.94,0.0,21890,25.31,0.238,0.209,0.144,1681,866694,4207,157.993,221,7309,0.05,170,111,888
176739,3465,602,895.08,0,,,6365,6098578,516311,452247.0,0,1840643,6708684,71.05,0.0,170376,26.77,0.457,0.387,0.351,45053,6080016,42410,404.57,364,29638,0.04,575,100,2388
18422,5060,702,898.76,0,,,150,3416555,358087,24076.0,0,987268,3775539,160.51,0.0,18273,122.64,0.303,0.565,0.41,230854,995677,2924,451.788,203,5684,0.02,48,28,2245
