NoAffS,VL,VC,Time,Result,AFC,SFC,NoR,NoIter,NoStop,AvgLenTP,DNonTItp,NoAbs,NoCSucc,AvgLenTPblk,DNonTItpblk,ENonTItp,ENonTItpblk,FCov,LCov,CCov,SizRS,TPredAbs,NoPredBAbs,TimPrec,NoBDDN,SizBDDQ,SizBDDQAvg,MaxWait,AvgWait,NoRL
4332,1538,154,18.41,1,,,90,154046,18078,4702.0,0,39179,174740,52.24,0.0,4242,47.13,0.408,0.751,0.558,2165,75459,2236,6.155,330,2416,0.09,36,18,507
3475,1538,154,22.79,1,,,99,277007,31544,3960.0,0,72468,310843,40.0,0.0,3376,34.1,0.408,0.751,0.558,2145,128216,3244,8.512,326,3045,0.05,39,19,507
4032,1538,154,13.5,1,,,97,110520,12926,4611.0,0,28245,125694,47.54,0.0,3935,40.57,0.408,0.751,0.558,2145,85823,2252,5.712,325,1782,0.09,15,5,507
4032,1538,154,12.94,1,,,97,108684,12744,4611.0,0,27761,123646,47.54,0.0,3935,40.57,0.408,0.751,0.558,2145,83575,2419,5.435,329,1902,0.1,15,5,507
3466,1538,154,11.51,1,,,92,94777,11889,3792.0,0,22425,110191,41.22,0.0,3374,36.67,0.408,0.751,0.558,2165,70113,1506,4.536,312,1440,0.1,31,11,507
4332,1538,154,17.67,1,,,90,154046,18078,4702.0,0,39179,174740,52.24,0.0,4242,47.13,0.408,0.751,0.558,2165,75459,2236,5.81,330,2415,0.09,36,18,507
3426,1538,154,17.16,1,,,96,174467,20630,3788.0,0,43026,199574,39.46,0.0,3330,34.69,0.408,0.751,0.558,2165,114354,1813,6.934,328,1762,0.06,47,16,507
3323,1538,154,13.86,1,,,92,110015,13346,3664.0,0,26495,127224,39.83,0.0,3231,35.12,0.408,0.751,0.558,2161,76489,1573,5.87,325,1560,0.1,39,12,507
4332,1538,154,17.16,1,,,90,154046,18078,4702.0,0,39179,174740,52.24,0.0,4242,47.13,0.408,0.751,0.558,2165,75459,2236,5.472,330,2410,0.09,36,18,507
3426,1538,154,15.82,1,,,96,174467,20630,3788.0,0,43026,199574,39.46,0.0,3330,34.69,0.408,0.751,0.558,2165,114354,1813,6.474,328,1762,0.06,47,16,507
3437,1538,154,29.91,1,,,97,455903,50793,3824.0,0,120084,509240,39.42,0.0,3340,34.43,0.408,0.751,0.558,2174,226862,2685,10.506,331,2675,0.03,29,15,507
3587,1538,154,16.91,1,,,95,150265,18897,3943.0,0,35696,172761,41.51,0.0,3492,36.76,0.408,0.751,0.558,2161,84879,1784,6.465,323,1909,0.07,40,16,507
3437,1538,154,28.8,1,,,97,455903,50793,3824.0,0,120084,509240,39.42,0.0,3340,34.43,0.408,0.751,0.558,2174,226862,2685,10.237,331,2675,0.03,29,15,507
3323,1538,154,13.21,1,,,92,110015,13346,3664.0,0,26495,127224,39.83,0.0,3231,35.12,0.408,0.751,0.558,2161,76489,1573,5.287,325,1536,0.09,39,12,507
4332,1538,154,17.47,1,,,90,154046,18078,4702.0,0,39179,174740,52.24,0.0,4242,47.13,0.408,0.751,0.558,2165,75459,2236,5.76,330,2410,0.09,36,18,507
4332,1538,154,17.78,1,,,90,154046,18078,4702.0,0,39179,174740,52.24,0.0,4242,47.13,0.408,0.751,0.558,2165,75459,2236,5.973,330,2415,0.09,36,18,507
3323,1538,154,12.73,1,,,92,110015,13346,3664.0,0,26495,127224,39.83,0.0,3231,35.12,0.408,0.751,0.558,2161,76489,1573,5.116,325,1560,0.1,39,12,507
