NoAffS,VL,VC,Time,Result,AFC,SFC,NoR,NoIter,NoStop,AvgLenTP,DNonTItp,NoAbs,NoCSucc,AvgLenTPblk,DNonTItpblk,ENonTItp,ENonTItpblk,FCov,LCov,CCov,SizRS,TPredAbs,NoPredBAbs,TimPrec,NoBDDN,SizBDDQ,SizBDDQAvg,MaxWait,AvgWait,NoRL
84,1250,124,1.69,0,,,8,2645,177,108.0,0,806,3152,13.5,0.0,76,9.5,0.228,0.334,0.13,440,778,130,0.369,214,140,0.13,39,23,373
84,1250,124,1.75,0,,,8,2645,177,108.0,0,806,3152,13.5,0.0,76,9.5,0.228,0.334,0.13,440,778,130,0.405,214,140,0.13,39,23,373
,1231,116,0.81,0,,,0,380,26,,,111,437,,,,,0.214,0.329,0.121,412,,,0.019,202,0,0.0,33,24,345
,1214,128,0.8,0,,,0,391,36,,,106,453,,,,,0.192,0.325,0.134,418,,,0.005,202,0,0.0,34,25,348
885,1240,192,4.16,0,,,72,11860,753,2407.0,0,3743,13400,33.43,0.0,813,11.29,0.304,0.331,0.201,846,4254,418,1.073,219,424,0.12,39,17,612
84,1250,124,1.74,0,,,8,2645,177,108.0,0,806,3152,13.5,0.0,76,9.5,0.228,0.334,0.13,440,778,130,0.323,214,140,0.13,39,23,373
5748,1594,206,26.65,0,,,415,150281,14490,18590.0,105,41080,167735,44.8,0.25,5228,12.6,0.326,0.426,0.215,1613,96818,7578,10.006,3054,10692,0.27,36,12,717
2754,1541,270,14.12,0,,,125,71706,7556,4991.0,0,19086,80236,39.93,0.0,2629,21.03,0.362,0.412,0.282,1480,43376,4438,6.116,219,4210,0.2,34,11,864
3338,1386,230,16.09,0,,,173,84847,8227,6289.0,0,23206,94680,36.35,0.0,3165,18.29,0.326,0.37,0.241,1319,56655,4751,7.261,224,4540,0.19,34,8,736
646,1345,156,6.97,0,,,38,34354,2898,760.0,0,10276,39910,20.0,0.0,608,16.0,0.246,0.36,0.163,550,11127,401,2.155,216,571,0.05,92,48,462
713,1345,156,7.4,0,,,40,31470,2637,833.0,0,9397,36524,20.83,0.0,673,16.83,0.246,0.36,0.163,552,10765,458,2.202,216,641,0.07,65,39,462
5799,890,56,26.8,0,,,418,154218,14816,18743.0,153,41976,172213,44.84,0.37,5228,12.51,0.058,0.238,0.059,671,100569,9330,9.982,4586,15626,0.36,36,12,188
3429,1818,281,17.11,0,,,262,94236,7470,8129.0,0,29157,108193,31.03,0.0,3167,12.09,0.451,0.486,0.294,1703,46587,1320,5.118,259,1910,0.09,88,38,995
84,1250,124,1.74,0,,,8,2645,177,108.0,0,806,3152,13.5,0.0,76,9.5,0.228,0.334,0.13,440,778,130,0.397,214,140,0.13,39,23,373
17882,907,106,26.64,0,,,1198,192824,13266,46131.0,0,63962,222045,38.51,0.0,16685,13.94,0.223,0.242,0.111,636,183332,1996,8.033,271,1878,0.07,56,36,320
1855,1386,230,7.26,0,,,158,28782,2276,5793.0,0,8495,32119,36.66,0.0,1697,10.74,0.326,0.37,0.241,1321,10331,498,1.829,219,543,0.08,38,12,736
84,1250,124,1.74,0,,,8,2645,177,108.0,0,806,3152,13.5,0.0,76,9.5,0.228,0.334,0.13,440,778,130,0.392,214,140,0.13,39,23,373
84,1250,124,1.76,0,,,8,2645,177,108.0,0,806,3152,13.5,0.0,76,9.5,0.228,0.334,0.13,440,778,130,0.35,214,140,0.13,39,23,373
,1231,116,0.8,0,,,0,380,26,,,111,437,,,,,0.214,0.329,0.121,412,,,0.027,202,0,0.0,33,24,345
20895,936,120,26.69,0,,,1381,225562,15675,53818.0,0,74789,259522,38.97,0.0,19515,14.14,0.241,0.25,0.126,714,217741,2181,7.952,291,2043,0.07,56,36,359
,1231,116,0.79,0,,,0,380,26,,,111,437,,,,,0.214,0.329,0.121,412,,,0.02,202,0,0.0,33,24,345
1596,1427,242,6.38,0,,,130,23443,1894,4894.0,0,6889,26120,37.65,0.0,1466,11.28,0.335,0.381,0.253,1288,8803,523,1.704,219,605,0.1,36,11,774
84,1308,148,1.88,0,,,8,3921,344,108.0,0,1158,4558,13.5,0.0,76,9.5,0.237,0.35,0.155,499,778,130,0.387,214,128,0.08,36,26,424
84,1250,124,1.75,0,,,8,2645,177,108.0,0,806,3152,13.5,0.0,76,9.5,0.228,0.334,0.13,440,778,130,0.431,214,140,0.13,39,23,373
3338,1386,230,15.97,0,,,173,84847,8227,6289.0,0,23206,94680,36.35,0.0,3165,18.29,0.326,0.37,0.241,1319,56655,4751,7.238,224,4540,0.19,34,8,736
1203,1485,192,9.64,0,,,58,40244,3440,1423.0,0,12075,47000,24.53,0.0,1145,19.74,0.313,0.397,0.201,859,15713,571,2.965,218,760,0.07,89,37,612
20439,907,106,26.08,0,,,1349,219783,15245,52605.0,0,72882,252906,39.0,0.0,19091,14.16,0.223,0.242,0.111,657,211645,2129,7.938,287,1999,0.07,56,36,320
84,1250,124,1.75,0,,,8,2645,177,108.0,0,806,3152,13.5,0.0,76,9.5,0.228,0.334,0.13,440,778,130,0.396,214,140,0.13,39,23,373
4170,1819,281,19.24,0,,,317,114483,9094,10667.0,0,35587,131327,33.65,0.0,3853,12.15,0.451,0.486,0.294,1706,59182,1374,5.863,262,1991,0.08,88,39,995
,1231,116,0.79,0,,,0,380,26,,,111,437,,,,,0.214,0.329,0.121,412,,,0.03,202,0,0.0,33,24,345
