NoAffS,VL,VC,Time,Result,AFC,SFC,NoR,NoIter,NoStop,AvgLenTP,DNonTItp,NoAbs,NoCSucc,AvgLenTPblk,DNonTItpblk,ENonTItp,ENonTItpblk,FCov,LCov,CCov,SizRS,TPredAbs,NoPredBAbs,TimPrec,NoBDDN,SizBDDQ,SizBDDQAvg,MaxWait,AvgWait,NoRL,TimPreAdj,TimTran
234,78,32,898.77,0,,,6,2486,547,243.0,114,257,3054,40.5,19.0,114,19.0,0.286,0.491,0.381,71,5287,4242,897.435,205141,55446,2.29,17,3,71,897.511,0.433
234,78,32,898.75,0,,,6,2486,547,243.0,114,257,3054,40.5,19.0,114,19.0,0.286,0.491,0.381,71,5287,4242,897.353,153329,55446,2.29,17,3,71,897.453,0.471
234,78,32,898.76,0,,,6,2486,547,243.0,114,257,3054,40.5,19.0,114,19.0,0.286,0.491,0.381,71,5287,4242,897.317,248376,56027,2.31,17,3,71,897.419,0.415
234,78,32,898.75,0,,,6,2486,547,243.0,114,257,3054,40.5,19.0,114,19.0,0.286,0.491,0.381,71,5287,4242,897.37,228148,55446,2.29,17,3,71,897.462,0.454
234,78,32,898.78,0,,,6,2486,547,243.0,114,257,3054,40.5,19.0,114,19.0,0.286,0.491,0.381,71,5287,4242,897.379,256059,56027,2.31,17,3,71,897.478,0.452
234,78,32,898.76,0,,,6,2486,547,243.0,114,257,3054,40.5,19.0,114,19.0,0.286,0.491,0.381,71,5287,4242,897.374,250253,55446,2.29,17,3,71,897.482,0.416
234,78,32,898.72,0,,,6,2486,547,243.0,114,257,3054,40.5,19.0,114,19.0,0.286,0.491,0.381,71,5287,4242,897.245,226165,56027,2.31,17,3,71,897.364,0.447
234,78,32,898.75,0,,,6,2486,547,243.0,114,257,3054,40.5,19.0,114,19.0,0.286,0.491,0.381,71,5287,4242,897.392,220696,55446,2.29,17,3,71,897.499,0.41
234,78,32,898.72,0,,,6,2486,547,243.0,114,257,3054,40.5,19.0,114,19.0,0.286,0.491,0.381,71,5287,4242,897.309,180095,55446,2.29,17,3,71,897.395,0.405
234,78,32,898.77,0,,,6,2486,547,243.0,114,257,3054,40.5,19.0,114,19.0,0.286,0.491,0.381,71,5287,4242,897.408,248647,55446,2.29,17,3,71,897.493,0.457
234,78,32,898.73,0,,,6,2486,547,243.0,114,257,3054,40.5,19.0,114,19.0,0.286,0.491,0.381,71,5287,4242,897.258,252880,55446,2.29,17,3,71,897.344,0.461
234,78,32,898.76,0,,,6,2486,547,243.0,114,257,3054,40.5,19.0,114,19.0,0.286,0.491,0.381,71,5287,4242,897.355,248460,55446,2.29,17,3,71,897.437,0.476
234,78,32,898.87,0,,,6,2486,547,243.0,114,257,3054,40.5,19.0,114,19.0,0.286,0.491,0.381,71,5287,4242,897.424,128044,55446,2.29,17,3,71,897.518,0.44
234,78,32,898.81,0,,,6,2486,547,243.0,114,257,3054,40.5,19.0,114,19.0,0.286,0.491,0.381,71,5287,4242,897.397,177576,55446,2.29,17,3,71,897.506,0.48
234,78,32,898.86,0,,,6,2486,547,243.0,114,257,3054,40.5,19.0,114,19.0,0.286,0.491,0.381,71,5287,4242,897.44,180234,55446,2.29,17,3,71,897.553,0.466
234,78,32,898.81,0,,,6,2486,547,243.0,114,257,3054,40.5,19.0,114,19.0,0.286,0.491,0.381,71,5287,4242,897.425,207566,55446,2.29,17,3,71,897.546,0.469
234,78,32,898.76,0,,,6,2486,547,243.0,114,257,3054,40.5,19.0,114,19.0,0.286,0.491,0.381,71,5287,4242,897.405,264965,55446,2.29,17,3,71,897.498,0.444
234,78,32,898.74,0,,,6,2486,547,243.0,114,257,3054,40.5,19.0,114,19.0,0.286,0.491,0.381,71,5287,4242,897.414,188552,55446,2.29,17,3,71,897.51,0.385
234,78,32,898.72,0,,,6,2486,547,243.0,114,257,3054,40.5,19.0,114,19.0,0.286,0.491,0.381,71,5287,4242,897.289,158650,55446,2.29,17,3,71,897.397,0.442
234,78,32,898.81,0,,,6,2486,547,243.0,114,257,3054,40.5,19.0,114,19.0,0.286,0.491,0.381,71,5287,4242,897.39,245087,56027,2.31,17,3,71,897.453,0.445
234,78,32,898.77,0,,,6,2486,547,243.0,114,257,3054,40.5,19.0,114,19.0,0.286,0.491,0.381,71,5287,4242,897.416,152047,56027,2.31,17,3,71,897.51,0.391
234,78,32,898.75,0,,,6,2486,547,243.0,114,257,3054,40.5,19.0,114,19.0,0.286,0.491,0.381,71,5287,4242,897.355,241733,55446,2.29,17,3,71,897.473,0.456
234,78,32,898.78,0,,,6,2486,547,243.0,114,257,3054,40.5,19.0,114,19.0,0.286,0.491,0.381,71,5287,4242,897.397,227542,55446,2.29,17,3,71,897.487,0.449
234,78,32,898.81,0,,,6,2486,547,243.0,114,257,3054,40.5,19.0,114,19.0,0.286,0.491,0.381,71,5287,4242,897.4,222650,55446,2.29,17,3,71,897.489,0.477
234,78,32,898.71,0,,,6,2486,547,243.0,114,257,3054,40.5,19.0,114,19.0,0.286,0.491,0.381,71,5287,4242,897.286,167444,56027,2.31,17,3,71,897.384,0.424
234,78,32,898.82,0,,,6,2486,547,243.0,114,257,3054,40.5,19.0,114,19.0,0.286,0.491,0.381,71,5287,4242,897.407,211102,55446,2.29,17,3,71,897.506,0.496
