NoAffS,VL,VC,Time,Result,AFC,SFC,NoR,NoIter,NoStop,AvgLenTP,DNonTItp,NoAbs,NoCSucc,AvgLenTPblk,DNonTItpblk,ENonTItp,ENonTItpblk,FCov,LCov,CCov,SizRS,TPredAbs,NoPredBAbs,TimPrec,NoBDDN,SizBDDQ,SizBDDQAvg,MaxWait,AvgWait,NoRL,TimPreAdj,TimTran
40,1171,948,28.03,0,,,13,168788,27556,254.0,2,28524,196466,19.54,0.15,25,1.92,0.838,0.875,0.817,11762,62,16,2.855,202,26,0.0,249,44,1225,4.783,8.419
37,1268,1122,27.57,0,,,13,166382,27174,254.0,2,28098,193661,19.54,0.17,23,1.92,0.892,0.947,0.967,34849,60,15,2.917,202,25,0.0,249,44,1424,4.606,8.186
85,970,1030,27.56,0,,,29,9328,302,584.0,2,937,10260,20.14,0.07,55,1.96,0.459,0.724,0.888,1282,64,32,2.423,202,37,0.03,249,64,1149,2.603,1.968
40,1156,946,27.58,0,,,13,166382,27174,254.0,2,28098,193661,19.54,0.15,25,1.92,0.811,0.863,0.816,9340,60,15,2.855,202,25,0.0,249,44,1217,4.454,8.375
22,1304,1158,28.45,0,,,8,241537,38225,154.0,2,41253,281503,19.25,0.29,13,1.86,0.892,0.974,0.998,189579,558,11,3.383,202,26,0.0,3829,1957,1478,5.122,11.953
22,1304,1158,28.1,0,,,8,241537,38225,154.0,2,41253,281503,19.25,0.29,13,1.86,0.892,0.974,0.998,189579,558,11,3.301,202,26,0.0,3829,1957,1478,5.405,10.845
37,1268,1122,28.5,0,,,13,166382,27174,254.0,2,28098,193661,19.54,0.17,23,1.92,0.892,0.947,0.967,34849,60,15,2.992,202,25,0.0,249,44,1424,4.832,8.646
85,970,1030,27.59,0,,,29,9328,302,584.0,2,937,10260,20.14,0.07,55,1.96,0.459,0.724,0.888,1282,64,32,2.45,202,37,0.03,249,64,1149,2.606,1.911
40,1268,1122,28.32,0,,,14,191883,31362,274.0,2,32472,223363,19.57,0.15,25,1.92,0.892,0.947,0.967,34853,70,16,2.974,202,26,0.0,249,44,1424,4.471,8.337
70,1093,930,27.48,0,,,23,23176,2951,462.0,2,3283,26546,20.09,0.09,45,1.96,0.676,0.816,0.802,4139,54,26,2.501,202,37,0.01,249,109,1143,2.778,4.759
