NoAffS,VL,VC,Time,Result,AFC,SFC,NoR,NoIter,NoStop,AvgLenTP,DNonTItp,NoAbs,NoCSucc,AvgLenTPblk,DNonTItpblk,ENonTItp,ENonTItpblk,FCov,LCov,CCov,SizRS,TPredAbs,NoPredBAbs,TimPrec,NoBDDN,SizBDDQ,SizBDDQAvg,MaxWait,AvgWait,NoRL,TimPreAdj,TimTran
14,1055,812,28.31,0,,,7,1853,162,151.0,0,154,2092,21.57,0.0,11,1.83,0.244,0.333,0.239,870,31,5,0.185,202,0,0.0,292,75,867,0.274,2.426
8,1450,1118,27.48,0,,,6,11562,2449,134.0,0,529,14026,22.33,0.0,6,1.2,0.622,0.458,0.329,4492,45,7,0.718,202,17,0.02,292,32,1352,0.91,4.207
8,1450,1118,28.36,0,,,6,11562,2449,134.0,0,529,14026,22.33,0.0,6,1.2,0.622,0.458,0.329,4492,45,7,0.627,202,17,0.02,292,32,1352,0.8,3.903
8,1292,1068,28.87,0,,,7,3381,534,151.0,0,189,3974,21.57,0.0,6,1.0,0.444,0.408,0.314,1758,39,7,0.671,202,15,0.05,292,49,1193,0.739,2.771
20,1503,1118,28.03,0,,,6,17893,3856,160.0,0,870,21774,26.67,0.0,16,3.2,0.644,0.475,0.329,3726,145,11,0.949,202,26,0.02,292,24,1355,1.253,4.974
14,1055,812,28.04,0,,,7,1853,162,151.0,0,154,2092,21.57,0.0,11,1.83,0.244,0.333,0.239,870,31,5,0.17,202,0,0.0,292,75,867,0.241,2.505
14,993,744,27.15,0,,,6,9094,1911,134.0,0,314,11091,22.33,0.0,11,1.83,0.133,0.314,0.219,773,27,4,0.504,202,13,0.03,292,43,773,0.726,3.565
14,1385,1110,28.02,0,,,7,11341,2408,151.0,0,402,13861,21.57,0.0,11,1.83,0.578,0.437,0.326,3043,54,6,0.876,202,16,0.03,292,41,1301,1.113,3.907
14,1055,812,28.26,0,,,7,1853,162,151.0,0,154,2092,21.57,0.0,11,1.83,0.244,0.333,0.239,870,31,5,0.176,202,0,0.0,292,75,867,0.289,2.602
14,1055,812,28.18,0,,,7,1853,162,151.0,0,154,2092,21.57,0.0,11,1.83,0.244,0.333,0.239,870,31,5,0.183,202,0,0.0,292,75,867,0.26,2.569
14,1055,812,27.92,0,,,7,1853,162,151.0,0,154,2092,21.57,0.0,11,1.83,0.244,0.333,0.239,870,31,5,0.196,202,0,0.0,292,75,867,0.268,2.383
8,1450,1118,27.53,0,,,6,11562,2449,134.0,0,529,14026,22.33,0.0,6,1.2,0.622,0.458,0.329,4492,45,7,0.665,202,17,0.02,292,32,1352,0.854,4.06
8,1421,1118,28.34,0,,,6,9952,2103,134.0,0,365,12138,22.33,0.0,6,1.2,0.622,0.449,0.329,3715,28,4,0.377,202,13,0.03,292,43,1333,0.603,3.83
14,1055,812,28.24,0,,,7,1853,162,151.0,0,154,2092,21.57,0.0,11,1.83,0.244,0.333,0.239,870,31,5,0.231,202,0,0.0,292,75,867,0.343,2.474
14,1353,1102,27.51,0,,,6,11015,2337,134.0,0,383,13498,22.33,0.0,11,1.83,0.533,0.427,0.324,2750,51,6,0.538,202,16,0.03,292,41,1273,0.717,3.778
8,1450,1118,27.99,0,,,6,11562,2449,134.0,0,529,14026,22.33,0.0,6,1.2,0.622,0.458,0.329,4492,45,7,0.737,202,17,0.02,292,32,1352,0.946,4.076
14,1055,812,28.27,0,,,7,1853,162,151.0,0,154,2092,21.57,0.0,11,1.83,0.244,0.333,0.239,870,31,5,0.194,202,0,0.0,292,75,867,0.283,2.446
14,1055,812,28.23,0,,,7,1853,162,151.0,0,154,2092,21.57,0.0,11,1.83,0.244,0.333,0.239,870,31,5,0.189,202,0,0.0,292,75,867,0.291,2.573
14,993,744,27.8,0,,,6,11562,2449,134.0,0,529,14026,22.33,0.0,11,1.83,0.133,0.314,0.219,773,45,7,0.724,202,17,0.02,292,32,773,0.964,3.892
14,1288,1076,27.5,0,,,6,11056,2340,134.0,0,408,13528,22.33,0.0,11,1.83,0.467,0.407,0.316,1922,46,6,0.572,202,16,0.03,292,41,1202,0.8,3.909
35,993,744,27.08,0,,,5,17205,3726,135.0,0,822,20947,27.0,0.0,31,6.2,0.133,0.314,0.219,773,116,14,1.594,202,32,0.03,292,25,773,1.921,5.007
20,1503,1118,29.55,0,,,6,17893,3856,160.0,0,870,21774,26.67,0.0,16,3.2,0.644,0.475,0.329,3726,145,11,0.842,202,26,0.02,292,24,1355,1.117,4.836
35,1507,1118,28.25,0,,,6,24087,5262,170.0,0,1171,29372,28.33,0.0,31,6.2,0.644,0.476,0.329,7656,221,22,1.462,202,48,0.03,292,23,1357,1.815,5.012
35,1507,1118,30.31,0,,,6,24087,5262,170.0,0,1171,29372,28.33,0.0,31,6.2,0.644,0.476,0.329,7656,221,22,1.368,202,48,0.03,292,23,1357,1.702,5.142
14,993,744,27.04,0,,,6,9952,2103,134.0,0,365,12138,22.33,0.0,11,1.83,0.133,0.314,0.219,773,28,4,0.349,202,13,0.03,292,43,773,0.586,3.969
8,1450,1118,28.74,0,,,6,11562,2449,134.0,0,529,14026,22.33,0.0,6,1.2,0.622,0.458,0.329,4492,45,7,0.74,202,17,0.02,292,32,1352,1.0,4.008
14,1055,812,28.58,0,,,7,2966,436,151.0,0,172,3470,21.57,0.0,11,1.83,0.244,0.333,0.239,870,34,5,0.34,202,7,0.03,292,54,867,0.42,2.613
