NoAffS,VL,VC,Time,Result,AFC,SFC,NoR,NoIter,NoStop,AvgLenTP,DNonTItp,NoAbs,NoCSucc,AvgLenTPblk,DNonTItpblk,ENonTItp,ENonTItpblk,FCov,LCov,CCov,SizRS,TPredAbs,NoPredBAbs,TimPrec,NoBDDN,SizBDDQ,SizBDDQAvg,MaxWait,AvgWait,NoRL,TimPreAdj,TimTran
247,1132,922,27.85,0,,,18,47158,9813,576.0,5,3038,57249,32.0,0.29,225,13.24,0.811,0.527,0.42,2435,2124,147,0.813,210,246,0.08,251,23,1141,1.222,4.406
176,1071,900,27.36,0,,,21,24703,4800,601.0,4,1670,29764,28.62,0.2,152,7.6,0.676,0.499,0.41,2062,1283,113,0.848,208,209,0.11,251,22,1072,1.133,3.043
189,795,640,27.84,0,,,25,6745,439,707.0,4,1077,7604,28.28,0.16,160,6.4,0.432,0.37,0.292,738,1066,109,0.599,208,189,0.17,251,30,728,0.746,2.082
247,1132,922,27.86,0,,,18,46586,9690,576.0,5,3003,56550,32.0,0.29,225,13.24,0.811,0.527,0.42,2435,2071,147,0.913,210,210,0.07,251,23,1141,1.375,4.293
207,1130,1050,27.87,0,,,22,25979,5017,630.0,5,1791,31283,28.64,0.24,181,8.62,0.73,0.526,0.479,1896,1436,136,0.779,208,209,0.1,251,22,1242,1.144,3.072
207,1130,1050,28.17,0,,,22,25979,5017,630.0,5,1791,31283,28.64,0.24,181,8.62,0.73,0.526,0.479,1896,1436,136,0.804,208,209,0.1,251,22,1242,1.118,3.473
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,907,790,27.74,0,,,25,6745,439,707.0,4,1077,7604,28.28,0.17,158,6.58,0.595,0.422,0.36,935,1066,109,0.634,208,189,0.17,251,30,902,0.843,2.008
107,1653,1592,27.35,0,,,16,54551,11717,904.0,9,2938,66377,56.5,0.6,83,5.53,0.892,0.77,0.726,22669,1389,234,1.099,217,360,0.08,251,23,1894,1.644,5.819
119,1707,1656,27.73,0,,,16,68612,14915,1138.0,11,3593,83620,71.13,0.73,93,6.2,0.892,0.795,0.755,32048,1274,250,1.2,214,407,0.08,251,27,1968,1.926,6.053
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,1604,1528,27.33,0,,,15,50394,10814,783.0,9,2699,61308,52.2,0.6,83,5.53,0.892,0.747,0.696,18510,1257,216,1.167,217,326,0.08,251,23,1821,1.672,5.804
186,907,790,27.41,0,,,25,6745,439,707.0,4,1077,7604,28.28,0.17,158,6.58,0.595,0.422,0.36,935,1066,109,0.602,208,183,0.16,251,30,902,0.803,2.041
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,1623,1820,27.77,0,,,22,6286,619,1848.0,15,662,7180,84.0,0.71,129,6.14,0.622,0.756,0.83,3100,929,336,1.192,217,380,0.2,251,43,2013,1.343,2.22
176,1071,900,27.55,0,,,21,24703,4800,601.0,4,1670,29764,28.62,0.2,152,7.6,0.676,0.499,0.41,2062,1283,113,0.786,208,209,0.11,251,22,1072,1.077,3.176
207,827,654,27.26,0,,,21,24881,4804,601.0,5,1718,29966,28.62,0.24,181,8.62,0.514,0.385,0.298,795,1369,127,0.856,208,209,0.11,251,22,764,1.159,3.221
186,907,790,27.41,0,,,25,6745,439,707.0,4,1077,7604,28.28,0.17,158,6.58,0.595,0.422,0.36,935,1066,109,0.737,208,189,0.17,251,30,902,0.895,2.11
110,1680,1624,27.46,0,,,15,63625,13820,997.0,10,3318,77531,66.47,0.71,86,6.14,0.892,0.782,0.74,29552,1170,232,1.214,214,383,0.08,251,27,1931,1.87,5.732
207,1130,1050,27.85,0,,,22,25979,5017,630.0,5,1791,31283,28.64,0.24,181,8.62,0.73,0.526,0.479,1896,1436,136,0.868,208,209,0.1,251,22,1242,1.222,3.257
119,1707,1656,27.81,0,,,16,68612,14915,1138.0,11,3593,83620,71.13,0.73,93,6.2,0.892,0.795,0.755,32048,1274,250,1.237,214,407,0.08,251,27,1968,1.978,6.261
161,947,680,27.31,0,,,24,6434,421,678.0,4,1030,7257,28.25,0.17,134,5.83,0.73,0.441,0.31,1033,996,109,0.741,208,189,0.17,251,31,846,0.89,2.076
165,1623,1820,27.56,0,,,22,6286,619,1848.0,15,662,7180,84.0,0.71,129,6.14,0.622,0.756,0.83,3100,929,336,1.133,217,382,0.2,251,43,2013,1.271,2.26
165,1623,1820,27.33,0,,,22,6286,619,1848.0,15,662,7180,84.0,0.71,129,6.14,0.622,0.756,0.83,3100,929,336,1.092,217,388,0.21,251,43,2013,1.233,2.088
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,1071,900,27.79,0,,,21,24703,4800,601.0,4,1670,29764,28.62,0.2,152,7.6,0.676,0.499,0.41,2062,1283,113,0.806,208,209,0.11,251,22,1072,1.074,3.187
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,1132,922,27.36,0,,,18,47158,9813,576.0,5,3038,57249,32.0,0.29,225,13.24,0.811,0.527,0.42,2435,2124,147,0.941,210,246,0.08,251,23,1141,1.403,4.406
176,1071,900,28.1,0,,,21,24703,4800,601.0,4,1670,29764,28.62,0.2,152,7.6,0.676,0.499,0.41,2062,1283,113,0.829,208,209,0.11,251,22,1072,1.181,3.154
