NoAffS,VL,VC,Time,Result,AFC,SFC,NoR,NoIter,NoStop,AvgLenTP,DNonTItp,NoAbs,NoCSucc,AvgLenTPblk,DNonTItpblk,ENonTItp,ENonTItpblk,FCov,LCov,CCov,SizRS,TPredAbs,NoPredBAbs,TimPrec,NoBDDN,SizBDDQ,SizBDDQAvg,MaxWait,AvgWait,NoRL,TimPreAdj,TimTran
1040,1563,1140,897.52,0,,,43,182234,35867,2501.0,27,11967,219873,58.16,0.63,973,22.63,0.756,0.498,0.335,7183,35876,8771,210.003,35656,5777,0.3,292,23,1421,211.274,12.117
1048,2115,1948,897.39,0,,,70,208488,38960,4173.0,27,12793,249725,59.61,0.39,980,14.0,0.889,0.674,0.572,19405,42330,9887,116.641,58765,8606,0.43,292,30,2307,117.694,12.26
1048,2201,2068,899.45,0,,,71,208876,38992,4320.0,27,12867,250155,60.85,0.39,980,14.0,0.911,0.701,0.607,19790,43243,10090,117.067,58834,8608,0.43,292,30,2446,118.22,12.18
1040,1563,1140,897.53,0,,,43,182234,35867,2501.0,27,11967,219873,58.16,0.63,973,22.63,0.756,0.498,0.335,7183,35876,8771,216.968,35667,5780,0.3,292,23,1421,218.204,12.298
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048,2201,2068,897.52,0,,,71,208876,38992,4320.0,27,12867,250155,60.85,0.39,980,14.0,0.911,0.701,0.607,19790,43243,10090,118.032,58834,8608,0.43,292,30,2446,119.358,11.748
5400,2967,3362,897.65,0,,,108,84283,4545,38026.0,35,12933,94352,352.09,0.33,5307,49.6,0.822,0.946,0.987,9658,40308,7639,56.119,269,5300,0.27,292,57,3754,56.613,5.835
1019,2148,2004,897.36,0,,,69,206572,38914,4034.0,26,12411,247831,58.46,0.38,953,13.81,0.889,0.685,0.588,18184,37300,9868,114.927,58546,8575,0.43,292,30,2365,116.083,12.107
1035,1483,1032,897.44,0,,,42,337812,71702,2862.0,29,18216,411189,68.14,0.69,967,23.02,0.756,0.473,0.303,2355,52341,7518,202.391,258218,7089,0.25,292,40,1297,204.292,15.106
1048,2201,2068,897.91,0,,,71,208876,38992,4320.0,27,12867,250155,60.85,0.39,980,14.0,0.911,0.701,0.607,19790,43243,10090,116.833,58834,8606,0.43,292,30,2446,118.086,11.999
996,1797,1422,897.4,0,,,69,172049,33593,3503.0,32,9974,207693,50.77,0.46,926,13.42,0.889,0.573,0.417,10869,27255,7129,132.376,68941,5856,0.39,292,37,1759,133.54,11.06
1655,3102,3368,897.72,0,,,85,712225,153218,34455.0,27,38869,868381,405.35,0.32,1577,18.77,0.911,0.989,0.989,92477,37378,5049,148.59,241,5430,0.09,292,42,3856,152.459,29.341
1048,2201,2068,899.85,0,,,71,208876,38992,4320.0,27,12867,250155,60.85,0.39,980,14.0,0.911,0.701,0.607,19790,43243,10090,117.691,58834,8644,0.43,292,30,2446,118.912,11.873
1620,3125,3406,897.69,0,,,85,644122,138371,36451.0,28,35518,785234,428.84,0.33,1542,18.36,0.911,0.996,1.0,95781,34642,4768,133.108,241,4990,0.09,292,42,3897,137.127,26.442
1054,1720,1410,897.46,0,,,65,210717,42263,3839.0,34,11185,255111,59.06,0.52,980,15.08,0.822,0.548,0.414,9902,26893,6030,144.296,49862,7901,0.48,292,41,1722,145.633,11.087
1019,2099,1952,897.39,0,,,70,199005,37115,4154.0,26,12204,238313,59.34,0.37,953,13.61,0.911,0.669,0.573,9913,36954,9811,120.38,56474,7716,0.4,292,30,2301,121.479,12.435
5639,2953,3356,897.75,0,,,109,87596,4872,38311.0,36,13346,98143,351.48,0.33,5544,51.33,0.822,0.941,0.985,9641,41130,7554,54.757,270,5246,0.26,292,55,3741,55.301,6.213
1019,2148,2004,897.46,0,,,69,206572,38914,4034.0,26,12411,247831,58.46,0.38,953,13.81,0.889,0.685,0.588,18184,37300,9868,114.505,58582,8276,0.42,292,30,2365,115.668,12.028
4563,2713,2808,897.42,0,,,80,634146,132070,32758.0,33,37906,770979,409.48,0.41,4476,55.95,0.911,0.865,0.824,49731,75323,9680,178.605,277,7260,0.13,292,33,3245,181.41,22.034
1054,1720,1410,897.47,0,,,65,210717,42263,3839.0,34,11185,255111,59.06,0.52,980,15.08,0.822,0.548,0.414,9902,26893,6030,136.237,49862,7901,0.48,292,41,1722,137.457,11.308
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3290,2938,3192,897.78,0,,,114,276714,46747,25595.0,39,22776,330222,224.52,0.35,3182,28.16,0.889,0.936,0.937,18548,112895,16413,173.886,1438,7026,0.21,292,36,3637,175.185,14.641
861,2133,1956,897.83,0,,,96,131790,18117,5748.0,16,9557,152813,59.88,0.17,808,8.51,0.911,0.68,0.574,8532,23490,2839,71.2,4643,1974,0.21,292,60,2328,71.937,7.993
4038,3003,3386,897.79,0,,,109,207611,29567,33819.0,33,21198,244947,310.27,0.31,3943,36.51,0.844,0.957,0.994,15905,50994,10954,107.708,279,8534,0.24,292,52,3830,108.667,12.919
1040,2003,1870,897.41,0,,,43,180765,35294,2501.0,27,11944,218095,58.16,0.63,973,22.63,0.822,0.638,0.549,9192,41688,9045,203.174,33657,5693,0.29,292,23,2174,204.441,12.314
