NoAffS,VL,VC,Time,Result,AFC,SFC,NoR,NoIter,NoStop,AvgLenTP,DNonTItp,NoAbs,NoCSucc,AvgLenTPblk,DNonTItpblk,ENonTItp,ENonTItpblk,FCov,LCov,CCov,SizRS,TPredAbs,NoPredBAbs,TimPrec,NoBDDN,SizBDDQ,SizBDDQAvg,MaxWait,AvgWait,NoRL,TimPreAdj,TimTran
17,865,762,36.12,0,,,4,4975,964,82.0,2,315,5949,20.5,0.67,12,4.0,0.697,0.529,0.492,1465,61,11,0.092,204,20,0.05,223,28,911,0.274,2.212
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,869,762,33.99,0,,,2,2922,535,40.0,0,165,3460,20.0,0.0,2,2.0,0.697,0.532,0.492,1713,7,3,0.075,202,0,0.0,223,33,913,0.18,1.793
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,780,754,33.45,0,,,2,1754,275,40.0,0,93,2044,20.0,0.0,2,2.0,0.636,0.477,0.486,1135,7,3,0.032,202,9,0.07,223,43,878,0.119,1.454
351,1419,1356,27.63,0,,,21,38182,7568,2837.0,15,3021,46011,135.1,0.75,316,15.8,0.879,0.868,0.875,13032,4161,964,4.483,245,1132,0.17,223,21,1621,4.839,4.478
3,869,762,34.25,0,,,2,2922,535,40.0,0,165,3460,20.0,0.0,2,2.0,0.697,0.532,0.492,1713,7,3,0.038,202,0,0.0,223,33,913,0.145,1.902
443,1326,1372,27.42,0,,,26,8422,830,3885.0,18,1422,9739,149.42,0.72,400,16.0,0.758,0.812,0.885,3298,3522,1189,3.919,250,1206,0.27,223,32,1591,4.119,2.252
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,1311,1352,28.0,0,,,25,8390,827,3534.0,18,1418,9703,141.36,0.72,400,16.0,0.758,0.802,0.872,3264,3515,1187,4.276,250,1202,0.27,223,32,1567,4.417,2.166
351,1419,1356,27.68,0,,,21,38182,7568,2837.0,15,3021,46011,135.1,0.75,316,15.8,0.879,0.868,0.875,13032,4161,964,3.951,245,1132,0.17,223,21,1621,4.362,4.67
3,869,762,33.69,0,,,2,2922,535,40.0,0,165,3460,20.0,0.0,2,2.0,0.697,0.532,0.492,1713,7,3,0.069,202,0,0.0,223,33,913,0.223,1.67
443,1326,1372,28.03,0,,,26,8422,830,3885.0,18,1422,9739,149.42,0.72,400,16.0,0.758,0.812,0.885,3298,3522,1189,4.175,250,1214,0.28,223,32,1591,4.338,2.221
3,780,754,33.34,0,,,2,1754,275,40.0,0,93,2044,20.0,0.0,2,2.0,0.636,0.477,0.486,1135,7,3,0.033,202,9,0.07,223,43,878,0.16,1.409
3,869,762,33.87,0,,,2,2922,535,40.0,0,165,3460,20.0,0.0,2,2.0,0.697,0.532,0.492,1713,7,3,0.05,202,0,0.0,223,33,913,0.186,1.636
3,780,754,33.36,0,,,2,1754,275,40.0,0,93,2044,20.0,0.0,2,2.0,0.636,0.477,0.486,1135,7,3,0.039,202,9,0.07,223,43,878,0.147,1.464
17,592,516,34.5,0,,,4,1083,105,82.0,2,87,1216,20.5,0.67,12,4.0,0.455,0.362,0.333,594,38,7,0.062,202,0,0.0,223,56,591,0.146,1.294
351,1419,1356,27.6,0,,,21,38182,7568,2837.0,15,3021,46011,135.1,0.75,316,15.8,0.879,0.868,0.875,13032,4161,964,3.922,245,1132,0.17,223,21,1621,4.309,4.456
351,1419,1356,28.01,0,,,21,38182,7568,2837.0,15,3021,46011,135.1,0.75,316,15.8,0.879,0.868,0.875,13032,4161,964,4.308,245,1132,0.17,223,21,1621,4.657,4.45
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,865,762,35.74,0,,,4,4975,964,82.0,2,315,5949,20.5,0.67,12,4.0,0.697,0.529,0.492,1465,61,11,0.086,204,20,0.05,223,28,911,0.282,2.107
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,869,762,28.1,0,,,27,55687,11703,1489.0,9,3498,67542,55.15,0.35,204,7.85,0.697,0.532,0.492,2027,3033,189,2.429,214,320,0.08,223,19,913,2.88,3.944
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,1419,1356,27.52,0,,,21,38182,7568,2837.0,15,3021,46011,135.1,0.75,316,15.8,0.879,0.868,0.875,13032,4161,964,4.215,245,1132,0.17,223,21,1621,4.562,4.759
239,869,762,27.61,0,,,27,55687,11703,1489.0,9,3498,67542,55.15,0.35,204,7.85,0.697,0.532,0.492,2027,3033,189,2.419,214,320,0.08,223,19,913,2.861,4.076
3,780,754,33.55,0,,,2,1754,275,40.0,0,93,2044,20.0,0.0,2,2.0,0.636,0.477,0.486,1135,7,3,0.039,202,9,0.07,223,43,878,0.147,1.488
3,594,516,33.23,0,,,2,671,30,40.0,0,47,715,20.0,0.0,2,2.0,0.515,0.364,0.333,596,5,3,0.029,202,0,0.0,223,84,593,0.1,1.227
3,780,754,33.42,0,,,2,1754,275,40.0,0,93,2044,20.0,0.0,2,2.0,0.636,0.477,0.486,1135,7,3,0.049,202,9,0.07,223,43,878,0.123,1.404
