NoAffS,VL,VC,Time,Result,AFC,SFC,NoR,NoIter,NoStop,AvgLenTP,DNonTItp,NoAbs,NoCSucc,AvgLenTPblk,DNonTItpblk,ENonTItp,ENonTItpblk,FCov,LCov,CCov,SizRS,TPredAbs,NoPredBAbs,TimPrec,NoBDDN,SizBDDQ,SizBDDQAvg,MaxWait,AvgWait,NoRL,TimPreAdj,TimTran
220,114,0,896.97,0,,,10,42537,5760,230.0,30,555,48632,23.0,3.0,180,18.0,0.012,0.022,0.0,3,1044,879,581.361,1938,610,0.33,870,390,3,581.784,5.992
189,3612,4134,899.53,0,,,10,42537,5760,230.0,27,555,48632,23.0,3.0,153,17.0,0.155,0.696,0.853,4317,1044,879,585.801,1938,610,0.33,870,390,4240,586.181,5.588
13,3749,4168,902.21,0,,,29,740494,5212,518.0,3,66407,782551,17.86,0.11,9,0.32,0.321,0.723,0.86,6998,936,12,81.91,202,30,0.0,3656,754,4328,85.453,45.66
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,4660,4652,898.99,0,,,16,1346354,228897,294.0,18,97554,1590265,18.38,1.2,84,5.6,0.786,0.898,0.96,283844,2771,371,404.244,521,348,0.0,3951,1766,5374,410.319,28.217
189,1643,2888,897.05,0,,,9,3191950,676260,198.0,27,245545,3868507,22.0,3.0,153,17.0,0.06,0.317,0.596,2908,863,731,518.145,1432,555,0.0,870,77,2908,533.819,57.583
85,3800,4214,906.61,0,,,20,321802,5857,360.0,15,29823,343779,18.0,0.79,65,3.42,0.321,0.733,0.87,51425,2573,255,341.452,338,266,0.01,3180,852,4426,343.145,11.005
189,3632,4134,898.55,0,,,10,43097,5760,230.0,27,835,49192,23.0,3.0,153,17.0,0.167,0.7,0.853,4373,1044,879,582.693,1938,610,0.29,870,385,4245,583.074,5.992
85,3800,4214,905.1,0,,,20,321802,5857,360.0,15,29823,343779,18.0,0.79,65,3.42,0.321,0.733,0.87,51425,2573,255,340.304,338,266,0.01,3180,852,4426,341.972,10.532
108,4660,4652,901.46,0,,,16,1346354,228897,294.0,18,97554,1590265,18.38,1.2,84,5.6,0.786,0.898,0.96,283844,2771,371,405.334,521,348,0.0,3951,1766,5374,412.662,26.419
220,114,0,897.49,0,,,10,42537,5760,230.0,30,555,48632,23.0,3.0,180,18.0,0.012,0.022,0.0,3,1044,879,581.765,1938,610,0.33,870,390,3,582.112,6.093
220,114,0,897.52,0,,,10,42537,5760,230.0,30,555,48632,23.0,3.0,180,18.0,0.012,0.022,0.0,3,1044,879,581.778,1938,614,0.34,870,390,3,582.13,5.959
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,114,0,897.22,0,,,10,42537,5760,230.0,30,555,48632,23.0,3.0,180,18.0,0.012,0.022,0.0,3,1044,879,581.734,1938,610,0.33,870,390,3,582.065,6.092
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,3612,4134,898.45,0,,,10,42537,5760,230.0,27,555,48632,23.0,3.0,153,17.0,0.155,0.696,0.853,4317,1044,879,581.395,1938,610,0.33,870,390,4240,581.749,6.009
220,114,0,897.62,0,,,10,43097,5760,230.0,30,835,49192,23.0,3.0,180,18.0,0.012,0.022,0.0,3,1044,879,582.41,1938,610,0.29,870,385,3,582.795,6.007
85,3800,4214,906.4,0,,,20,321802,5857,360.0,15,29823,343779,18.0,0.79,65,3.42,0.321,0.733,0.87,51425,2573,255,341.221,338,266,0.01,3180,852,4426,342.797,11.028
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,4660,4652,900.94,0,,,16,1346354,228897,294.0,18,97554,1590265,18.38,1.2,84,5.6,0.786,0.898,0.96,283844,2771,371,405.061,521,348,0.0,3951,1766,5374,413.018,27.401
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,3800,4214,904.87,0,,,20,321802,5857,360.0,15,29823,343779,18.0,0.79,65,3.42,0.321,0.733,0.87,51425,2573,255,339.835,338,266,0.01,3180,852,4426,341.716,10.902
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,4660,4652,901.94,0,,,16,1346354,228897,294.0,18,97554,1590265,18.38,1.2,84,5.6,0.786,0.898,0.96,283844,2771,371,405.792,521,348,0.0,3951,1766,5374,412.669,27.88
189,1643,2888,897.19,0,,,9,3191950,676260,198.0,27,245545,3868507,22.0,3.0,153,17.0,0.06,0.317,0.596,2908,863,731,515.839,1432,608,0.0,870,77,2908,532.944,61.464
108,4660,4652,904.8,0,,,16,1346354,228897,294.0,18,97554,1590265,18.38,1.2,84,5.6,0.786,0.898,0.96,283844,2771,371,405.714,521,348,0.0,3951,1766,5374,412.812,26.977
108,4658,4650,898.07,0,,,16,1346354,228897,294.0,18,97554,1590265,18.38,1.13,84,5.25,0.786,0.898,0.96,267468,2771,371,405.042,521,348,0.0,3951,1766,5369,411.604,26.417
85,4523,4658,896.93,0,,,5,15410574,3259984,90.0,15,962479,18877819,18.0,3.0,65,13.0,0.667,0.872,0.962,1838315,1069,195,358.77,260,224,0.0,59651,29706,,432.605,187.845
