NoAffS,VL,VC,Time,Result,AFC,SFC,NoR,NoIter,NoStop,AvgLenTP,DNonTItp,NoAbs,NoCSucc,AvgLenTPblk,DNonTItpblk,ENonTItp,ENonTItpblk,FCov,LCov,CCov,SizRS,TPredAbs,NoPredBAbs,TimPrec,NoBDDN,SizBDDQ,SizBDDQAvg,MaxWait,AvgWait,NoRL,TimPreAdj,TimTran
1,1119,612,54.62,1,,,9,84959,24072,10.0,0,28,109048,1.11,0.0,0,0.0,0.658,0.641,0.805,74309,46,32,20.152,433,131,0.71,17,9,1209,22.23,12.056
1,1119,612,54.38,1,,,9,84959,24072,10.0,0,28,109048,1.11,0.0,0,0.0,0.658,0.641,0.805,74309,46,32,19.79,433,131,0.71,17,9,1209,21.719,12.171
1,1119,612,56.24,1,,,9,84959,24072,10.0,0,28,109048,1.11,0.0,0,0.0,0.658,0.641,0.805,74309,46,32,21.915,433,131,0.71,17,9,1209,23.733,11.912
1,1119,612,55.41,1,,,9,84959,24072,10.0,0,28,109048,1.11,0.0,0,0.0,0.658,0.641,0.805,74309,46,32,20.203,433,131,0.71,17,9,1209,22.179,12.292
1,1119,612,54.01,1,,,9,84959,24072,10.0,0,28,109048,1.11,0.0,0,0.0,0.658,0.641,0.805,74309,46,32,20.241,433,131,0.71,17,9,1209,21.888,11.735
1,1119,612,53.81,1,,,9,84959,24072,10.0,0,28,109048,1.11,0.0,0,0.0,0.658,0.641,0.805,74309,46,32,19.572,433,131,0.71,17,9,1209,21.146,11.62
1,1119,612,53.68,1,,,9,84959,24072,10.0,0,28,109048,1.11,0.0,0,0.0,0.658,0.641,0.805,74309,46,32,19.394,433,131,0.71,17,9,1209,21.412,11.69
1,1119,612,54.92,1,,,9,84959,24072,10.0,0,28,109048,1.11,0.0,0,0.0,0.658,0.641,0.805,74309,46,32,21.081,433,131,0.71,17,9,1209,22.726,11.228
1,1119,612,55.67,1,,,9,84959,24072,10.0,0,28,109048,1.11,0.0,0,0.0,0.658,0.641,0.805,74309,46,32,20.754,433,131,0.71,17,9,1209,22.433,12.537
1,1119,612,53.35,1,,,9,84959,24072,10.0,0,28,109048,1.11,0.0,0,0.0,0.658,0.641,0.805,74309,46,32,21.004,433,131,0.71,17,9,1209,22.616,10.516
1,1119,612,54.22,1,,,9,84959,24072,10.0,0,28,109048,1.11,0.0,0,0.0,0.658,0.641,0.805,74309,46,32,19.358,433,131,0.71,17,9,1209,21.528,12.312
1,1119,612,54.66,1,,,9,84959,24072,10.0,0,28,109048,1.11,0.0,0,0.0,0.658,0.641,0.805,74309,46,32,20.109,433,131,0.71,17,9,1209,21.887,11.934
1,1119,612,56.06,1,,,9,84959,24072,10.0,0,28,109048,1.11,0.0,0,0.0,0.658,0.641,0.805,74309,46,32,20.332,433,131,0.71,17,9,1209,22.434,12.195
1,1119,612,52.03,1,,,9,84959,24072,10.0,0,28,109048,1.11,0.0,0,0.0,0.658,0.641,0.805,74309,46,32,19.915,433,131,0.71,17,9,1209,21.265,10.979
1,1119,612,54.72,1,,,9,84959,24072,10.0,0,28,109048,1.11,0.0,0,0.0,0.658,0.641,0.805,74309,46,32,19.784,433,131,0.71,17,9,1209,21.642,11.584
1,1119,612,54.84,1,,,9,84959,24072,10.0,0,28,109048,1.11,0.0,0,0.0,0.658,0.641,0.805,74309,46,32,20.711,433,131,0.71,17,9,1209,22.477,11.641
1,1119,612,55.13,1,,,9,84959,24072,10.0,0,28,109048,1.11,0.0,0,0.0,0.658,0.641,0.805,74309,46,32,20.536,433,131,0.71,17,9,1209,22.324,12.589
1,1119,612,52.74,1,,,9,84959,24072,10.0,0,28,109048,1.11,0.0,0,0.0,0.658,0.641,0.805,74309,46,32,19.228,433,131,0.71,17,9,1209,21.161,11.474
1,1119,612,54.71,1,,,9,84959,24072,10.0,0,28,109048,1.11,0.0,0,0.0,0.658,0.641,0.805,74309,46,32,19.887,433,131,0.71,17,9,1209,21.775,11.309
