NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
72,12,2,900.59,0,,,17
72,12,2,900.59,0,,,17
72,12,2,901.1,0,,,17
72,12,2,900.52,0,,,17
72,12,2,901.08,0,,,17
72,12,2,901.06,0,,,17
72,12,2,901.08,0,,,17
72,12,2,901.0,0,,,17
72,12,2,900.58,0,,,17
72,12,2,900.63,0,,,17
72,12,2,900.71,0,,,17
72,12,2,900.6,0,,,17
72,12,2,900.58,0,,,17
72,12,2,900.99,0,,,17
72,12,2,900.58,0,,,17
72,12,2,901.02,0,,,17
72,12,2,900.63,0,,,17
72,12,2,902.03,0,,,17
72,12,2,900.56,0,,,17
72,12,2,901.46,0,,,17
72,12,2,901.05,0,,,17
72,12,2,901.15,0,,,17
72,12,2,901.08,0,,,17
72,12,2,900.54,0,,,17
72,12,2,901.14,0,,,17
72,12,2,900.55,0,,,17
72,12,2,901.13,0,,,17
72,12,2,900.61,0,,,17
72,12,2,900.59,0,,,17
72,12,2,900.57,0,,,17
