NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
5432,23,10,231.69,1,,,182
5432,23,10,232.19,1,,,182
5432,23,10,231.63,1,,,182
5432,23,10,230.57,1,,,182
5432,23,10,230.89,1,,,182
5432,23,10,230.02,1,,,182
5432,23,10,229.43,1,,,182
5432,23,10,230.18,1,,,182
5432,23,10,231.31,1,,,182
5432,23,10,229.0,1,,,182
5432,23,10,231.77,1,,,182
5432,23,10,230.41,1,,,182
5432,23,10,231.11,1,,,182
5432,23,10,230.77,1,,,182
5432,23,10,232.35,1,,,182
5432,23,10,230.41,1,,,182
5432,23,10,230.1,1,,,182
5432,23,10,231.38,1,,,182
5432,23,10,231.38,1,,,182
5432,23,10,230.71,1,,,182
5432,23,10,231.53,1,,,182
5432,23,10,230.59,1,,,182
5432,23,10,232.33,1,,,182
5432,23,10,232.82,1,,,182
5432,23,10,231.67,1,,,182
5432,23,10,229.98,1,,,182
5432,23,10,229.77,1,,,182
5432,23,10,230.32,1,,,182
5432,23,10,230.67,1,,,182
5432,23,10,229.76,1,,,182
