NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
,,,,,,,
,,,,,,,
157,23,12,905.4,0,,,32
157,23,12,909.91,0,,,32
157,23,12,905.74,0,,,32
157,23,12,906.01,0,,,32
157,23,12,905.31,0,,,32
157,23,12,908.58,0,,,32
,,,,,,,
,,,,,,,
157,23,12,900.72,0,,,32
157,23,12,906.04,0,,,32
157,23,12,903.08,0,,,32
157,23,12,905.5,0,,,32
157,23,12,907.91,0,,,32
157,23,12,908.78,0,,,32
157,23,12,905.97,0,,,32
157,23,12,903.13,0,,,32
,,,,,,,
157,23,12,910.16,0,,,32
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
157,23,12,905.47,0,,,32
