NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
271,14,4,900.37,0,,,16
,,,,,,,
305,14,4,900.36,0,,,17
305,14,4,900.38,0,,,17
271,14,4,900.37,0,,,16
305,14,4,900.35,0,,,17
271,14,4,900.34,0,,,16
,,,,,,,
,,,,,,,
271,14,4,900.38,0,,,16
271,14,4,900.38,0,,,16
271,14,4,900.37,0,,,16
305,14,4,900.37,0,,,17
271,14,4,900.37,0,,,16
305,14,4,900.36,0,,,17
,,,,,,,
305,14,4,900.35,0,,,17
271,17,8,900.31,0,,,16
271,14,4,900.36,0,,,16
305,14,4,900.35,0,,,17
271,14,4,900.35,0,,,16
271,14,4,900.35,0,,,16
271,14,4,900.37,0,,,16
305,14,4,900.37,0,,,17
,,,,,,,
305,14,4,900.33,0,,,17
271,14,4,900.39,0,,,16
305,14,4,900.35,0,,,17
305,14,4,900.33,0,,,17
,,,,,,,
